time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.10,-0.000,-0.001,0.023,0.73,0.00,0,0
0.20,-0.000,0.000,0.021,0.73,0.01,0,0
0.33,-0.000,-0.001,0.022,0.73,0.01,0,0
0.43,-0.002,-0.003,0.034,0.72,0.03,0,0
0.53,-0.004,-0.010,0.069,0.69,0.06,0,0
0.63,-0.008,-0.020,0.130,0.65,0.12,0,0
0.73,-0.010,-0.027,0.174,0.62,0.17,0,0
0.83,-0.014,-0.038,0.250,0.58,0.24,0,0
0.93,-0.016,-0.047,0.326,0.54,0.32,0,0
1.03,-0.017,-0.050,0.378,0.51,0.37,0,0
1.13,-0.018,-0.053,0.459,0.48,0.45,0,0
1.23,-0.018,-0.052,0.527,0.46,0.52,0,0
1.33,-0.017,-0.050,0.570,0.44,0.57,0,0
1.43,-0.015,-0.045,0.635,0.43,0.63,0,0
1.53,-0.014,-0.042,0.672,0.42,0.67,0,0
1.63,-0.012,-0.036,0.723,0.41,0.72,0,0
1.73,-0.011,-0.030,0.768,0.38,0.76,0,1
1.83,-0.010,-0.027,0.794,0.36,0.79,0,1
1.93,-0.008,-0.022,0.830,0.33,0.83,0,1
2.03,-0.007,-0.018,0.859,0.31,0.86,0,1
2.13,-0.006,-0.016,0.876,0.29,0.87,0,1
2.23,-0.005,-0.013,0.900,0.27,0.90,0,1
2.33,-0.004,-0.010,0.919,0.24,0.92,0,1
2.43,-0.003,-0.008,0.930,0.22,0.93,0,1
2.54,-0.002,-0.005,0.944,0.20,0.94,0,1
2.63,-0.001,-0.002,0.956,0.18,0.95,0,1
2.74,-0.001,-0.000,0.965,0.16,0.96,0,1
2.83,-0.000,0.001,0.970,0.14,0.97,0,1
2.93,0.001,0.003,0.976,0.12,0.98,0,1
3.03,0.001,0.004,0.982,0.11,0.98,0,1
3.13,0.002,0.005,0.987,0.09,0.99,0,1
3.23,0.002,0.005,0.989,0.08,0.99,0,1
3.33,0.002,0.006,0.992,0.07,0.99,0,1
3.43,0.002,0.006,0.994,0.06,0.99,0,1
3.53,0.002,0.006,0.996,0.05,1.00,0,1
3.63,0.002,0.006,0.997,0.05,1.00,0,1
3.73,0.002,0.005,0.998,0.05,1.00,0,1
3.83,0.002,0.005,0.999,0.06,1.00,0,1
3.93,0.002,0.004,1.000,0.06,1.00,0,1
4.03,0.002,0.004,1.000,0.08,1.00,0,1
4.13,0.001,0.003,1.000,0.09,1.00,0,1
4.23,0.001,0.003,1.001,0.11,1.00,0,1
4.33,0.001,0.003,1.001,0.13,1.00,0,1
4.43,0.001,0.002,1.001,0.16,1.00,0,1
4.53,0.001,0.002,1.001,0.20,1.00,0,1
4.63,0.001,0.001,1.001,0.23,1.00,0,1
4.73,0.000,0.001,1.001,0.26,1.00,0,1
4.83,0.000,0.000,1.001,0.31,1.00,0,1
4.93,0.000,-0.000,1.001,0.34,1.00,0,1
5.03,0.000,-0.000,1.001,0.38,1.01,0,1
5.13,0.000,-0.001,1.001,0.43,1.01,0,0
5.23,-0.000,-0.001,1.001,0.44,1.01,0,0
5.30,-0.000,-0.001,1.000,0.44,1.01,0,0
5.40,-0.000,-0.001,1.000,0.45,1.01,0,0
5.51,-0.000,-0.001,1.000,0.45,1.01,0,0
5.60,-0.000,-0.001,1.000,0.46,1.01,0,0
5.70,-0.000,-0.002,1.000,0.47,1.01,0,0
5.80,-0.000,-0.002,1.000,0.47,1.01,0,0
5.90,-0.000,-0.002,1.000,0.48,1.01,0,0
6.00,-0.000,-0.002,1.000,0.49,1.01,0,0
6.10,-0.000,-0.002,1.000,0.50,1.01,0,0
6.21,-0.000,-0.002,1.000,0.51,1.01,0,0
6.30,-0.000,-0.002,1.000,0.52,1.01,0,0
6.40,-0.000,-0.002,1.000,0.53,1.01,0,0
6.50,-0.000,-0.002,1.000,0.54,1.01,0,0
6.60,-0.000,-0.002,1.000,0.55,1.01,0,0
6.70,-0.000,-0.002,1.000,0.56,1.01,0,0
6.80,-0.000,-0.002,1.000,0.57,1.01,0,0
6.90,-0.000,-0.002,1.000,0.59,1.01,0,0
7.00,-0.000,-0.001,1.000,0.60,1.01,0,0
7.10,-0.000,-0.001,1.000,0.61,1.01,0,0
7.20,-0.000,-0.001,1.000,0.63,1.01,0,0
7.30,-0.000,-0.001,1.000,0.64,1.01,0,0
7.40,-0.000,-0.001,1.000,0.66,1.01,0,0
7.50,-0.000,-0.001,1.000,0.68,1.01,0,0
7.60,-0.000,-0.001,1.000,0.69,1.01,0,0
7.70,-0.000,-0.001,1.000,0.71,1.01,0,0
7.80,-0.000,-0.001,1.000,0.73,1.01,0,0
7.90,-0.000,-0.001,1.000,0.75,1.01,0,0
8.00,-0.000,-0.001,1.000,0.77,1.01,0,0
8.10,-0.000,-0.001,1.000,0.79,1.01,0,0
8.20,-0.000,-0.001,1.000,0.81,1.01,0,0
8.30,-0.000,-0.001,1.000,0.83,1.01,0,0
8.40,-0.000,-0.001,1.000,0.85,1.01,0,0
8.50,-0.000,-0.001,1.000,0.87,1.01,0,0
8.60,-0.000,-0.001,1.000,0.89,1.01,0,0
8.70,-0.000,-0.001,1.000,0.91,1.01,0,0
8.80,-0.000,-0.001,1.000,0.94,1.01,0,0
8.90,-0.000,-0.001,1.000,0.96,1.01,0,0
9.00,-0.000,-0.001,1.000,0.98,1.01,0,0
9.10,-0.000,-0.001,1.000,1.01,1.01,0,0
9.20,-0.000,-0.001,1.001,1.03,1.01,0,0
9.30,-0.000,-0.001,1.001,1.06,1.01,0,0
9.40,-0.000,-0.001,1.001,1.09,1.01,0,0
9.50,-0.005,-0.002,1.003,1.12,1.01,0,0
9.60,-0.025,-0.005,1.006,1.16,1.03,0,0
9.70,-0.064,-0.013,1.010,1.23,1.07,0,0
9.80,-0.122,-0.025,1.015,1.32,1.13,0,0
9.90,-0.163,-0.035,1.019,1.39,1.18,0,0
10.00,-0.232,-0.051,1.026,1.48,1.25,0,0
10.10,-0.284,-0.059,1.031,1.57,1.30,0,0
10.20,-0.383,-0.054,1.038,1.56,1.40,0,0
10.30,-0.485,-0.028,1.044,1.56,1.51,0,0
10.40,-0.595,0.015,1.050,1.41,1.62,0,0
10.50,-0.668,0.048,1.053,1.31,1.70,0,0
10.60,-0.785,0.108,1.058,1.15,1.84,0,0
10.70,-0.877,0.173,1.063,1.01,1.95,0,0
10.80,-0.966,0.259,1.066,0.86,2.07,0,0
10.90,-1.020,0.326,1.068,0.75,2.16,0,0
11.00,-1.093,0.427,1.070,0.60,2.28,0,0
11.10,-1.151,0.521,1.071,0.47,2.39,0,0
11.20,-1.204,0.627,1.072,0.34,2.51,0,1
11.30,-1.230,0.695,1.072,0.25,2.59,0,1
11.40,-1.258,0.795,1.072,0.14,2.69,0,1
11.50,-1.277,0.902,1.071,0.04,2.80,0,1
11.60,-1.282,0.955,1.070,0.00,2.85,0,1
11.70,-1.281,1.035,1.068,0.00,2.93,0,1
11.80,-1.271,1.108,1.065,0.00,3.00,0,1
11.90,-1.255,1.164,1.063,0.00,3.06,0,1
12.00,-1.230,1.219,1.059,0.00,3.12,0,1
12.10,-1.202,1.258,1.056,0.00,3.17,0,1
12.20,-1.179,1.281,1.053,0.00,3.20,0,1
12.30,-1.142,1.306,1.048,0.00,3.25,0,1
12.40,-1.104,1.321,1.044,0.00,3.29,0,1
12.50,-1.066,1.327,1.039,0.00,3.33,0,1
12.60,-1.040,1.327,1.036,0.00,3.36,0,1
12.70,-1.000,1.320,1.031,0.03,3.40,0,1
12.80,-0.959,1.304,1.026,0.07,3.44,0,1
12.90,-0.934,1.278,1.024,0.09,3.48,0,1
13.00,-0.929,1.250,1.022,0.10,3.51,0,1
13.10,-0.940,1.193,1.021,0.10,3.56,0,1
13.21,-0.967,1.124,1.023,0.09,3.64,0,1
13.30,-0.989,1.067,1.028,0.10,3.70,0,1
13.40,-1.011,0.979,1.040,0.12,3.79,0,1
13.50,-1.015,0.880,1.057,0.17,3.89,0,1
13.60,-1.007,0.770,1.074,0.22,4.00,0,1
13.70,-1.000,0.648,1.089,0.10,4.13,0,1
13.80,-1.008,0.518,1.102,0.00,4.26,0,1
13.90,-1.039,0.398,1.110,0.00,4.38,0,1
14.00,-1.103,0.276,1.115,0.00,4.52,0,1
14.10,-1.180,0.181,1.117,0.00,4.64,0,1
14.20,-1.257,0.111,1.115,0.00,4.75,0,1
14.30,-1.306,0.075,1.113,0.09,4.81,0,1
14.40,-1.390,0.025,1.109,0.22,4.91,0,1
14.50,-1.476,-0.008,1.107,0.36,5.00,0,1
14.60,-1.540,-0.022,1.107,0.49,5.06,0,0
14.70,-1.670,-0.033,1.106,0.68,5.19,0,0
14.80,-1.804,-0.031,1.104,0.75,5.33,0,0
14.90,-1.948,-0.034,1.104,0.75,5.47,0,0
15.00,-2.040,-0.049,1.104,0.77,5.57,0,0
15.10,-2.163,-0.093,1.105,0.83,5.70,0,0
15.20,-2.249,-0.150,1.105,0.84,5.80,0,0
15.30,-2.317,-0.211,1.107,0.79,5.89,0,0
15.40,-2.376,-0.263,1.114,0.74,5.97,0,0
15.50,-2.445,-0.296,1.128,0.70,6.05,0,0
15.60,-2.518,-0.306,1.146,0.66,6.12,0,0
15.70,-2.569,-0.306,1.159,0.65,6.18,0,0
15.80,-2.657,-0.301,1.183,0.60,6.27,0,0
15.90,-2.756,-0.287,1.211,0.56,6.37,0,0
16.00,-2.839,-0.259,1.234,0.55,6.46,0,0
16.10,-2.896,-0.228,1.248,0.56,6.53,0,0
16.20,-3.003,-0.159,1.270,0.50,6.66,0,0
16.30,-3.117,-0.085,1.287,0.40,6.80,0,1
16.40,-3.258,-0.009,1.302,0.32,6.96,0,1
16.50,-3.355,0.029,1.311,0.29,7.06,0,1
16.60,-3.523,0.067,1.322,0.32,7.23,0,1
16.70,-3.674,0.077,1.332,0.39,7.39,0,1
16.80,-3.806,0.075,1.341,0.47,7.52,0,0
16.90,-3.876,0.069,1.346,0.51,7.59,0,0
17.00,-3.965,0.049,1.352,0.59,7.68,0,0
17.10,-4.052,0.005,1.358,0.68,7.78,0,0
17.20,-4.124,-0.050,1.362,0.73,7.87,0,0
17.30,-4.206,-0.120,1.366,0.71,7.98,0,0
17.40,-4.273,-0.179,1.369,0.70,8.07,0,0
17.50,-4.380,-0.284,1.375,0.66,8.22,0,0
17.60,-4.480,-0.405,1.381,0.62,8.37,0,0
17.70,-4.561,-0.520,1.388,0.58,8.51,0,0
17.80,-4.619,-0.607,1.394,0.55,8.62,0,0
17.90,-4.702,-0.731,1.400,0.49,8.77,0,0
18.00,-4.800,-0.857,1.404,0.40,8.93,0,0
18.10,-4.935,-0.995,1.405,0.32,9.12,0,1
18.20,-5.063,-1.104,1.405,0.27,9.29,0,1
18.30,-5.186,-1.199,1.403,0.25,9.45,0,1
18.40,-5.299,-1.278,1.399,0.26,9.58,0,1
18.50,-5.403,-1.343,1.395,0.29,9.71,0,1
