time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.08,-0.000,-0.000,0.020,2.96,0.01,0,0
0.18,-0.000,-0.000,0.020,2.90,0.01,0,0
0.29,-0.001,-0.001,0.023,2.82,0.01,0,0
0.42,-0.002,-0.004,0.035,2.72,0.02,0,0
0.52,-0.004,-0.008,0.054,2.65,0.04,0,0
0.60,-0.006,-0.013,0.086,2.57,0.08,0,0
0.75,-0.010,-0.024,0.148,2.42,0.14,0,0
0.81,-0.014,-0.036,0.235,2.36,0.23,0,0
0.93,-0.016,-0.042,0.297,2.24,0.29,0,0
1.01,-0.018,-0.048,0.381,2.15,0.37,0,0
1.20,-0.018,-0.049,0.428,1.97,0.42,0,0
1.27,-0.018,-0.049,0.499,1.96,0.49,0,0
1.34,-0.017,-0.046,0.566,1.83,0.56,0,0
1.44,-0.016,-0.043,0.617,1.74,0.61,0,0
1.52,-0.015,-0.039,0.663,1.69,0.66,0,0
1.67,-0.013,-0.035,0.701,1.63,0.69,0,0
1.78,-0.011,-0.028,0.761,1.57,0.76,0,0
1.88,-0.010,-0.025,0.787,1.48,0.78,0,0
1.97,-0.009,-0.021,0.818,1.45,0.81,0,0
2.06,-0.008,-0.018,0.843,1.43,0.84,0,0
2.16,-0.007,-0.015,0.869,1.42,0.86,0,0
2.27,-0.006,-0.012,0.891,1.43,0.89,0,0
2.35,-0.005,-0.009,0.910,1.45,0.91,0,0
2.45,-0.003,-0.006,0.932,1.47,0.93,0,0
2.57,-0.002,-0.004,0.943,1.52,0.94,0,0
2.69,-0.002,-0.002,0.953,1.58,0.95,0,0
2.78,-0.001,-0.000,0.961,1.58,0.96,0,0
2.89,-0.000,0.001,0.967,1.65,0.96,0,0
2.97,0.001,0.003,0.977,1.73,0.97,0,0
3.06,0.001,0.004,0.981,1.77,0.98,0,0
3.18,0.001,0.005,0.984,1.91,0.98,0,0
3.29,0.002,0.005,0.989,1.91,0.99,0,0
3.37,0.002,0.006,0.992,2.00,0.99,0,0
3.45,0.002,0.006,0.994,2.06,0.99,0,0
3.58,0.002,0.006,0.996,2.19,0.99,0,0
3.70,0.002,0.006,0.997,2.26,0.99,0,0
3.79,0.002,0.005,0.999,2.28,1.00,0,0
3.89,0.002,0.005,0.999,2.32,1.00,0,0
3.98,0.002,0.005,1.000,2.41,1.00,0,0
4.00,0.002,0.004,1.000,2.41,1.00,0,0
4.14,0.001,0.004,1.000,2.46,1.00,0,0
4.22,0.001,0.003,1.001,2.48,1.00,0,0
4.30,0.001,0.003,1.001,2.49,1.00,0,0
4.40,0.001,0.002,1.001,2.50,1.00,0,0
4.56,0.001,0.002,1.001,2.50,1.00,0,0
4.66,0.001,0.001,1.001,2.48,1.00,0,0
4.75,0.000,0.001,1.001,2.45,1.00,0,0
4.90,0.000,0.001,1.001,2.41,1.00,0,0
4.98,0.000,0.000,1.001,2.37,1.00,0,0
5.03,0.000,-0.000,1.001,2.34,1.00,0,0
5.11,0.000,-0.000,1.001,2.30,1.00,0,0
5.25,-0.000,-0.000,1.001,2.26,1.00,0,0
5.33,-0.000,-0.001,1.001,2.17,1.00,0,0
5.39,-0.000,-0.001,1.000,2.13,1.00,0,0
5.51,-0.000,-0.001,1.000,2.07,1.00,0,0
5.61,-0.000,-0.001,1.000,1.98,1.00,0,0
5.74,-0.000,-0.001,1.000,1.88,1.00,0,0
5.81,-0.000,-0.001,1.000,1.83,1.00,0,0
5.92,-0.000,-0.001,1.000,1.76,1.00,0,0
6.03,-0.000,-0.001,1.000,1.68,1.00,0,0
6.12,-0.000,-0.001,1.000,1.64,1.00,0,0
6.25,-0.000,-0.001,1.000,1.59,1.00,0,0
6.36,-0.000,-0.001,1.000,1.51,1.00,0,0
6.45,-0.000,-0.001,1.000,1.48,1.00,0,0
6.54,-0.000,-0.001,1.000,1.46,1.00,0,0
6.64,-0.000,-0.001,1.000,1.44,1.00,0,0
6.75,-0.000,-0.001,1.000,1.43,1.00,0,0
6.82,-0.000,-0.001,1.000,1.44,1.00,0,0
6.91,-0.000,-0.001,1.000,1.46,1.00,0,0
7.01,-0.000,-0.000,1.000,1.48,1.00,0,0
7.09,-0.000,-0.000,1.000,1.52,1.00,0,0
7.29,-0.000,-0.000,1.000,1.57,1.00,0,0
7.41,-0.000,-0.000,1.000,1.64,1.00,0,0
7.54,-0.000,-0.000,1.000,1.71,1.00,0,0
7.62,-0.000,-0.000,1.000,1.88,1.00,0,0
7.70,-0.000,-0.000,1.000,1.88,1.00,0,0
7.77,-0.000,-0.000,1.000,1.96,1.00,0,0
7.92,-0.000,-0.000,1.000,2.02,1.00,0,0
8.00,-0.000,-0.000,1.000,2.23,1.00,0,0
8.08,-0.000,-0.000,1.000,2.23,1.00,0,0
8.17,-0.000,-0.000,1.000,2.30,1.00,0,0
8.22,-0.000,-0.000,1.000,2.43,1.00,0,0
8.29,-0.000,-0.000,1.000,2.50,1.00,0,0
8.46,-0.000,-0.000,1.000,2.64,1.00,0,0
8.54,-0.000,-0.000,1.000,2.70,1.00,0,0
8.61,-0.000,-0.000,1.000,2.74,1.00,0,0
8.74,-0.000,-0.000,1.000,2.80,1.00,0,0
8.84,-0.000,-0.000,1.000,2.87,1.00,0,0
8.91,-0.000,-0.000,1.000,2.93,1.00,0,0
9.04,-0.000,-0.000,1.000,2.97,1.00,0,0
9.10,-0.000,-0.000,1.000,3.02,1.00,0,0
9.24,-0.000,-0.000,1.000,3.06,1.00,0,0
9.38,-0.000,-0.000,1.000,3.08,1.00,0,0
9.46,-0.000,-0.000,1.000,3.08,1.00,0,0
9.54,-0.000,-0.000,1.000,3.08,1.00,0,0
9.61,-0.000,-0.000,1.000,3.07,1.00,0,0
9.71,-0.000,-0.000,1.000,3.05,1.00,0,0
9.86,-0.000,-0.000,1.000,3.02,1.00,0,0
9.99,-0.000,-0.000,1.000,2.93,1.00,0,0
10.07,-0.000,-0.000,1.000,2.93,1.00,0,0
10.13,-0.000,-0.000,1.000,2.88,1.00,0,0
10.20,-0.000,-0.000,1.000,2.80,1.00,0,0
10.34,-0.000,-0.000,1.000,2.69,1.00,0,0
10.41,-0.000,-0.000,1.000,2.64,1.00,0,0
10.49,-0.000,-0.000,1.000,2.57,1.00,0,0
10.70,-0.000,-0.000,1.000,2.49,1.00,0,0
10.79,-0.000,-0.000,1.000,2.39,1.00,0,0
10.87,-0.000,-0.000,1.000,2.32,1.00,0,0
10.95,-0.000,-0.000,1.000,2.17,1.00,0,0
