time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.06,0.000,0.000,-1.655,999.00,0.22,0,0
0.16,0.000,0.000,-2.388,999.00,0.95,0,0
0.26,0.000,0.000,-2.896,999.00,1.46,0,0
0.36,0.000,0.000,-3.370,999.00,1.93,0,0
0.46,0.000,0.000,-3.542,999.00,2.10,0,0
0.56,0.000,0.000,-3.594,999.00,2.16,0,0
0.66,0.000,0.000,-3.534,999.00,2.22,0,0
0.76,0.000,0.000,-3.410,999.00,2.35,0,0
0.86,0.000,0.000,-3.149,999.00,2.61,0,0
0.96,0.000,0.000,-2.951,999.00,2.81,0,0
1.06,0.000,0.000,-2.620,999.00,3.14,0,0
1.16,0.000,0.000,-2.266,999.00,3.49,0,0
1.25,0.000,0.000,-2.026,999.00,3.73,0,0
1.36,0.000,0.000,-1.675,999.00,4.08,0,0
1.46,0.000,0.000,-1.314,999.00,4.44,0,0
1.56,0.000,0.000,-1.096,999.00,4.66,0,0
1.66,0.000,0.000,-0.790,999.00,4.97,0,0
1.76,0.000,0.000,-0.607,999.00,5.15,0,0
1.86,0.000,0.000,-0.429,999.00,5.33,0,0
1.96,0.000,0.000,-0.168,999.00,5.59,0,0
2.06,0.000,0.000,-0.024,999.00,5.73,0,0
2.16,0.000,0.000,0.125,999.00,5.88,0,0
2.26,0.000,0.000,0.239,999.00,5.99,0,0
2.36,0.000,0.000,0.356,999.00,6.11,0,0
2.46,0.000,0.000,0.499,999.00,6.25,0,0
2.56,0.000,0.000,0.561,999.00,6.32,0,0
2.66,0.000,0.000,0.650,999.00,6.41,0,0
2.76,0.000,0.000,0.702,999.00,6.46,0,0
2.86,0.000,0.000,0.750,999.00,6.51,0,0
2.96,0.000,0.000,0.817,999.00,6.57,0,0
3.06,0.000,0.000,0.852,999.00,6.61,0,0
3.15,0.000,0.000,0.874,999.00,6.63,0,0
3.26,0.000,0.000,0.907,999.00,6.66,0,0
3.36,0.000,0.000,0.927,999.00,6.68,0,0
3.46,0.000,0.000,0.941,999.00,6.70,0,0
3.56,0.000,0.000,0.958,999.00,6.71,0,0
3.66,0.000,0.000,0.970,999.00,6.73,0,0
3.76,0.000,0.000,0.976,999.00,6.73,0,0
3.86,0.000,0.000,0.983,999.00,6.74,0,0
3.96,0.000,0.000,0.990,999.00,6.75,0,0
4.06,0.000,0.000,0.994,999.00,6.75,0,0
4.16,0.000,0.000,0.997,999.00,6.75,0,0
4.25,0.000,0.000,0.999,999.00,6.75,0,0
4.36,0.000,0.000,1.001,999.00,6.76,0,0
4.46,0.000,0.000,1.002,999.00,6.76,0,0
4.56,0.000,0.000,1.003,999.00,6.76,0,0
4.66,0.000,0.000,1.003,999.00,6.76,0,0
4.76,0.000,0.000,1.004,999.00,6.76,0,0
4.86,0.000,0.000,1.004,999.00,6.76,0,0
4.96,0.000,0.000,1.004,999.00,6.76,0,0
5.06,0.000,0.000,1.004,999.00,6.76,0,0
5.16,0.000,0.000,1.003,999.00,6.76,0,0
5.26,0.000,0.000,1.003,999.00,6.76,0,0
5.36,0.000,0.000,1.003,999.00,6.76,0,0
5.46,0.000,0.000,1.003,999.00,6.76,0,0
5.55,0.000,0.000,1.002,999.00,6.76,0,0
5.66,0.000,0.000,1.002,999.00,6.76,0,0
5.76,0.000,0.000,1.002,999.00,6.76,0,0
5.86,0.000,0.000,1.002,999.00,6.76,0,0
5.96,0.000,0.000,1.001,999.00,6.76,0,0
6.06,0.000,0.000,1.001,999.00,6.76,0,0
6.16,0.000,0.000,1.001,999.00,6.76,0,0
6.26,0.000,0.000,1.001,999.00,6.76,0,0
6.35,0.000,0.000,1.001,999.00,6.76,0,0
6.46,0.000,0.000,1.001,999.00,6.76,0,0
6.55,0.000,0.000,1.001,999.00,6.76,0,0
6.66,0.000,0.000,1.000,999.00,6.76,0,0
6.75,0.000,0.000,1.000,999.00,6.76,0,0
6.86,-0.000,0.000,0.999,999.00,6.76,0,0
6.96,-0.000,0.003,0.992,999.00,6.77,0,0
7.06,-0.000,0.028,0.975,999.00,6.80,0,0
7.16,-0.000,0.063,0.959,999.00,6.84,0,0
7.26,-0.000,0.116,0.937,999.00,6.90,0,0
7.35,-0.000,0.179,0.912,999.00,6.97,0,0
7.46,-0.000,0.257,0.880,999.00,7.05,0,0
7.56,-0.000,0.346,0.841,999.00,7.15,0,0
7.66,0.000,0.444,0.801,999.00,7.25,0,0
7.76,0.000,0.559,0.756,999.00,7.38,0,0
7.86,0.000,0.754,0.683,999.00,7.58,0,0
7.96,0.000,0.876,0.638,999.00,7.71,0,0
8.06,-0.000,0.986,0.597,999.00,7.83,0,0
8.16,-0.000,1.086,0.556,999.00,7.94,0,0
8.26,-0.000,1.149,0.527,999.00,8.01,0,0
8.36,-0.000,1.227,0.493,999.00,8.09,0,0
8.46,-0.000,1.318,0.457,999.00,8.19,0,0
8.56,-0.000,1.360,0.443,999.00,8.24,0,0
8.66,0.000,0.000,0.000,999.00,9.67,0,0
8.76,0.000,0.000,0.000,999.00,9.67,0,0
8.86,0.000,0.000,0.000,999.00,9.67,0,0
8.96,0.000,0.000,0.000,999.00,9.67,0,0
9.06,0.000,0.000,0.000,999.00,9.67,0,0
9.16,0.000,0.000,0.000,999.00,9.67,0,0
9.26,0.000,0.000,0.000,999.00,9.67,0,0
9.36,0.000,0.000,0.000,999.00,9.67,0,0
9.46,0.000,0.000,0.000,999.00,9.67,0,0
9.56,0.000,0.000,0.000,999.00,9.67,0,0
9.66,0.000,0.000,0.000,999.00,9.67,0,0
9.76,0.000,0.000,0.000,999.00,9.67,0,0
9.86,0.000,0.000,0.000,999.00,9.67,0,0
9.96,0.000,0.000,0.000,999.00,9.67,0,0
10.06,0.000,0.000,0.000,999.00,9.67,0,0
10.16,0.000,0.000,0.000,999.00,9.67,0,0
10.26,0.000,0.000,0.000,999.00,9.67,0,0
10.36,0.000,0.000,0.000,999.00,9.67,0,0
10.46,0.000,0.000,0.000,999.00,9.67,0,0
10.56,0.000,0.000,0.000,999.00,9.67,0,0
10.66,0.000,0.000,0.000,999.00,9.67,0,0
10.76,0.000,0.000,0.000,999.00,9.67,0,0
10.86,0.000,0.000,0.000,999.00,9.67,0,0
10.97,0.000,0.000,0.000,999.00,9.67,0,0
11.06,0.000,0.000,0.000,999.00,9.67,0,0
11.16,0.000,0.000,0.000,999.00,9.67,0,0
11.26,0.000,0.000,0.000,999.00,9.67,0,0
11.36,0.000,0.000,0.000,999.00,9.67,0,0
11.46,0.000,0.000,0.000,999.00,9.67,0,0
11.56,0.000,0.000,0.000,999.00,9.67,0,0
11.66,0.000,0.000,0.000,999.00,9.67,0,0
11.76,0.000,0.000,0.000,999.00,9.67,0,0
11.86,0.000,0.000,0.000,999.00,9.67,0,0
11.96,0.000,0.000,0.000,999.00,9.67,0,0
12.06,0.000,0.000,0.000,999.00,9.67,0,0
12.16,0.000,0.000,0.000,999.00,9.67,0,0
12.26,0.000,0.000,0.000,999.00,9.67,0,0
12.36,0.000,0.000,0.000,999.00,9.67,0,0
12.46,0.000,0.000,0.000,999.00,9.67,0,0
12.56,0.000,0.000,0.000,999.00,9.67,0,0
12.66,0.000,0.000,0.000,999.00,9.67,0,0
12.76,0.000,0.000,0.000,999.00,9.67,0,0
12.86,0.000,0.000,0.000,999.00,9.67,0,0
12.96,0.000,0.000,0.000,999.00,9.67,0,0
13.06,0.000,0.000,0.000,999.00,9.67,0,0
13.16,0.000,0.000,0.000,999.00,9.67,0,0
13.26,0.000,0.000,0.000,999.00,9.67,0,0
13.36,0.000,0.000,0.000,999.00,9.67,0,0
13.46,0.000,0.000,0.000,999.00,9.67,0,0
13.56,0.000,0.000,0.000,999.00,9.67,0,0
