time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.51,0.000,-0.000,0.019,999.00,0.00,0,0
0.55,-0.000,-0.003,0.020,0.68,0.00,0,0
0.64,0.001,-0.003,0.025,0.67,0.01,0,0
0.74,0.001,-0.004,0.062,0.64,0.05,0,0
0.84,0.002,-0.005,0.101,0.60,0.09,0,0
0.94,0.002,-0.006,0.168,0.55,0.15,0,0
1.04,0.002,-0.007,0.219,0.51,0.20,0,0
1.14,0.002,-0.008,0.297,0.46,0.28,0,0
1.24,0.002,-0.008,0.356,0.42,0.34,0,0
1.34,0.002,-0.008,0.443,0.37,0.43,0,1
1.45,0.003,-0.008,0.515,0.33,0.50,0,1
1.54,0.003,-0.008,0.556,0.30,0.54,0,1
1.64,0.002,-0.007,0.620,0.27,0.60,0,1
1.74,0.002,-0.006,0.662,0.24,0.65,0,1
1.84,0.002,-0.005,0.715,0.21,0.70,0,1
1.95,0.002,-0.004,0.751,0.19,0.74,0,1
2.04,0.002,-0.004,0.786,0.17,0.77,0,1
2.14,0.001,-0.003,0.827,0.15,0.81,0,1
2.26,0.001,-0.002,0.849,0.13,0.83,0,1
2.35,0.001,-0.002,0.878,0.11,0.86,0,1
2.46,0.000,-0.001,0.896,0.10,0.88,0,1
2.54,0.000,-0.001,0.912,0.08,0.90,0,1
2.64,-0.000,-0.001,0.925,0.07,0.91,0,1
2.75,-0.000,-0.000,0.939,0.06,0.92,0,1
2.85,-0.000,-0.000,0.954,0.05,0.94,0,1
2.95,-0.000,0.000,0.961,0.05,0.95,0,1
3.07,-0.000,0.000,0.968,0.04,0.95,0,1
3.15,-0.000,0.001,0.974,0.05,0.96,0,1
3.24,-0.000,0.001,0.979,0.05,0.96,0,1
3.34,-0.000,0.001,0.985,0.06,0.97,0,1
3.45,-0.000,0.001,0.989,0.07,0.97,0,1
3.54,-0.000,0.001,0.990,0.08,0.97,0,1
3.64,-0.000,0.001,0.993,0.10,0.98,0,1
3.74,-0.000,0.001,0.995,0.12,0.98,0,1
3.85,-0.000,0.001,0.997,0.14,0.98,0,1
3.94,-0.000,0.001,0.998,0.18,0.98,0,1
4.04,-0.000,0.001,0.999,0.20,0.98,0,1
4.15,-0.000,0.001,0.999,0.25,0.98,0,1
4.25,-0.000,0.001,1.000,0.27,0.98,0,1
4.35,-0.000,0.000,1.000,0.31,0.98,0,1
4.44,-0.000,0.000,1.001,0.37,0.99,0,1
4.55,-0.000,0.000,1.001,0.40,0.99,0,1
4.65,-0.000,0.000,1.001,0.44,0.99,0,0
4.75,-0.000,0.000,1.001,0.50,0.99,0,0
4.84,-0.000,0.000,1.001,0.55,0.99,0,0
4.95,-0.000,0.000,1.001,0.59,0.99,0,0
5.04,-0.000,-0.000,1.001,0.65,0.99,0,0
5.14,-0.000,-0.000,1.001,0.71,0.99,0,0
5.25,0.000,-0.000,1.001,0.76,0.99,0,0
5.34,0.000,-0.000,1.001,0.82,0.99,0,0
5.44,0.000,-0.000,1.001,0.88,0.99,0,0
5.52,0.000,-0.000,1.000,0.95,0.99,0,0
5.61,0.000,-0.000,1.000,1.01,0.99,0,0
5.71,0.000,-0.000,1.000,1.07,0.99,0,0
5.81,0.000,-0.000,1.000,1.13,0.99,0,0
5.92,0.000,-0.000,1.000,1.19,0.99,0,0
6.02,0.000,-0.000,1.000,1.26,0.99,0,0
6.12,0.000,-0.000,1.000,1.33,0.99,0,0
6.22,0.000,-0.000,1.000,1.40,0.99,0,0
6.31,0.000,-0.000,1.000,1.46,0.99,0,0
6.41,0.000,-0.000,1.000,1.52,0.99,0,0
6.52,0.000,-0.000,1.000,1.60,0.99,0,0
6.61,0.000,-0.000,1.000,1.67,0.99,0,0
6.71,0.000,-0.000,1.000,1.73,0.99,0,0
6.81,0.000,-0.000,1.000,1.81,0.99,0,0
6.92,0.000,-0.000,1.000,1.85,0.99,0,0
7.01,0.000,-0.000,1.000,1.84,0.99,0,0
