time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.10,-0.000,-0.001,0.024,0.72,0.00,0,0
0.20,0.000,0.000,0.021,0.73,0.01,0,0
0.31,-0.000,-0.000,0.022,0.73,0.01,0,0
0.42,-0.002,-0.003,0.038,0.71,0.03,0,0
0.51,-0.004,-0.008,0.077,0.69,0.07,0,0
0.62,-0.007,-0.017,0.129,0.65,0.12,0,0
0.72,-0.009,-0.024,0.179,0.62,0.17,0,0
0.82,-0.013,-0.035,0.257,0.57,0.25,0,0
0.91,-0.015,-0.045,0.341,0.53,0.33,0,0
1.02,-0.016,-0.048,0.390,0.51,0.38,0,0
1.11,-0.016,-0.051,0.469,0.47,0.46,0,0
1.22,-0.016,-0.051,0.534,0.45,0.53,0,0
1.32,-0.015,-0.050,0.577,0.44,0.57,0,0
1.42,-0.014,-0.046,0.635,0.43,0.63,0,0
1.52,-0.012,-0.040,0.691,0.41,0.68,0,0
1.62,-0.011,-0.035,0.734,0.39,0.73,0,1
1.72,-0.010,-0.032,0.762,0.36,0.76,0,1
1.82,-0.008,-0.026,0.806,0.34,0.80,0,1
1.92,-0.007,-0.023,0.830,0.31,0.82,0,1
2.02,-0.006,-0.019,0.862,0.29,0.86,0,1
2.12,-0.006,-0.017,0.878,0.27,0.87,0,1
2.22,-0.005,-0.013,0.901,0.24,0.90,0,1
2.32,-0.004,-0.010,0.920,0.22,0.92,0,1
2.41,-0.003,-0.008,0.932,0.20,0.93,0,1
2.52,-0.002,-0.006,0.946,0.18,0.94,0,1
2.62,-0.001,-0.003,0.957,0.16,0.95,0,1
2.72,-0.000,-0.001,0.966,0.14,0.96,0,1
2.82,0.000,0.000,0.972,0.12,0.97,0,1
2.92,0.001,0.002,0.979,0.10,0.98,0,1
3.02,0.001,0.003,0.982,0.09,0.98,0,1
3.12,0.001,0.004,0.987,0.08,0.98,0,1
3.22,0.002,0.005,0.989,0.07,0.99,0,1
3.32,0.002,0.005,0.992,0.06,0.99,0,1
3.42,0.002,0.005,0.995,0.05,0.99,0,1
3.52,0.002,0.005,0.996,0.05,0.99,0,1
3.62,0.002,0.005,0.997,0.05,0.99,0,1
3.72,0.002,0.005,0.999,0.06,1.00,0,1
3.82,0.002,0.005,0.999,0.07,1.00,0,1
3.92,0.002,0.004,1.000,0.08,1.00,0,1
4.02,0.001,0.004,1.000,0.10,1.00,0,1
4.12,0.001,0.003,1.000,0.11,1.00,0,1
4.22,0.001,0.003,1.001,0.14,1.00,0,1
4.32,0.001,0.002,1.001,0.16,1.00,0,1
4.42,0.001,0.002,1.001,0.19,1.00,0,1
4.52,0.001,0.001,1.001,0.23,1.00,0,1
4.62,0.001,0.001,1.001,0.26,1.00,0,1
4.72,0.000,0.000,1.001,0.30,1.00,0,1
4.82,0.000,0.000,1.001,0.35,1.00,0,1
4.92,0.000,-0.000,1.001,0.39,1.00,0,1
5.02,0.000,-0.001,1.001,0.43,1.00,0,0
5.12,-0.000,-0.001,1.001,0.44,1.00,0,0
5.22,-0.000,-0.001,1.001,0.44,1.00,0,0
5.30,-0.000,-0.001,1.000,0.45,1.00,0,0
5.40,-0.000,-0.001,1.000,0.45,1.00,0,0
5.50,-0.000,-0.002,1.000,0.46,1.00,0,0
5.60,-0.000,-0.002,1.000,0.47,1.00,0,0
5.70,-0.000,-0.002,1.000,0.47,1.00,0,0
5.80,-0.000,-0.002,1.000,0.48,1.00,0,0
5.90,-0.000,-0.002,1.000,0.49,1.00,0,0
6.00,-0.000,-0.002,1.000,0.50,1.00,0,0
6.10,-0.000,-0.002,1.000,0.51,1.00,0,0
6.20,-0.000,-0.002,1.000,0.52,1.00,0,0
6.30,-0.000,-0.002,1.000,0.53,1.00,0,0
6.40,-0.000,-0.001,1.000,0.54,1.00,0,0
6.50,-0.000,-0.001,1.000,0.55,1.00,0,0
6.60,-0.000,-0.001,1.000,0.56,1.00,0,0
6.70,-0.000,-0.001,1.000,0.57,1.00,0,0
6.80,-0.000,-0.001,1.000,0.59,1.00,0,0
6.90,-0.000,-0.001,1.000,0.60,1.00,0,0
7.00,-0.000,-0.001,1.000,0.61,1.00,0,0
7.10,-0.000,-0.001,1.000,0.63,1.00,0,0
7.20,-0.000,-0.001,1.000,0.64,1.00,0,0
7.30,-0.000,-0.001,1.000,0.66,1.00,0,0
7.40,-0.000,-0.001,1.000,0.68,1.00,0,0
7.50,-0.000,-0.001,1.000,0.69,1.00,0,0
7.60,-0.000,-0.001,1.000,0.71,1.00,0,0
7.70,-0.000,-0.001,1.000,0.73,1.00,0,0
7.80,-0.000,-0.001,1.000,0.75,1.00,0,0
7.90,-0.000,-0.001,1.000,0.77,1.00,0,0
8.00,-0.000,-0.001,1.000,0.79,1.00,0,0
8.10,-0.000,-0.001,1.000,0.81,1.00,0,0
8.20,-0.000,-0.001,1.000,0.83,1.00,0,0
8.30,-0.000,-0.001,1.000,0.85,1.00,0,0
8.41,-0.000,-0.001,1.000,0.87,1.00,0,0
