time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.19,-0.001,0.000,0.990,999.00,0.02,0,0
0.20,-0.001,0.000,0.993,999.00,0.03,0,0
0.30,-0.001,0.000,0.995,999.00,0.03,0,0
0.40,-0.001,0.000,0.996,999.00,0.03,0,0
0.51,-0.001,0.000,0.997,999.00,0.03,0,0
0.60,-0.001,0.000,0.999,999.00,0.03,0,0
0.70,-0.001,0.000,0.999,999.00,0.03,0,0
0.80,-0.000,0.000,1.000,999.00,0.03,0,0
0.90,-0.000,0.000,1.000,999.00,0.03,0,0
1.00,-0.000,0.000,1.001,999.00,0.03,0,0
1.10,-0.000,0.000,1.001,999.00,0.03,0,0
1.20,-0.000,0.000,1.001,999.00,0.03,0,0
1.30,-0.000,0.000,1.001,999.00,0.03,0,0
1.40,-0.000,0.000,1.001,999.00,0.03,0,0
1.50,-0.000,0.000,1.001,999.00,0.03,0,0
1.60,0.000,0.000,1.001,999.00,0.03,0,0
1.70,0.000,-0.000,1.001,999.00,0.03,0,0
1.80,0.000,-0.000,1.001,999.00,0.03,0,0
1.90,0.000,-0.000,1.001,999.00,0.03,0,0
2.00,0.000,-0.000,1.001,999.00,0.03,0,0
2.10,0.000,-0.000,1.001,999.00,0.03,0,0
2.20,0.000,-0.000,1.000,999.00,0.03,0,0
2.30,0.000,-0.000,1.000,999.00,0.03,0,0
2.40,0.000,-0.000,1.000,999.00,0.03,0,0
2.50,0.000,-0.000,1.000,999.00,0.03,0,0
2.60,0.000,-0.000,1.000,999.00,0.03,0,0
2.70,0.000,-0.000,1.000,999.00,0.03,0,0
2.80,0.000,-0.000,1.000,999.00,0.03,0,0
2.90,0.000,-0.000,1.000,999.00,0.03,0,0
3.00,0.000,-0.000,1.000,999.00,0.03,0,0
3.10,0.000,-0.000,1.000,999.00,0.03,0,0
3.20,0.000,-0.000,1.000,999.00,0.03,0,0
3.30,0.000,-0.000,1.000,999.00,0.03,0,0
3.40,0.000,-0.000,1.000,999.00,0.03,0,0
3.50,0.000,-0.000,1.000,999.00,0.03,0,0
3.60,-0.005,-0.004,1.003,999.00,0.04,0,0
3.70,-0.021,-0.014,1.006,999.00,0.06,0,0
3.80,-0.055,-0.032,1.011,999.00,0.10,0,0
3.90,-0.082,-0.046,1.014,999.00,0.13,0,0
4.00,-0.164,-0.084,1.023,999.00,0.22,0,0
4.10,-0.240,-0.111,1.032,999.00,0.30,0,0
4.20,-0.315,-0.130,1.039,999.00,0.38,0,0
4.30,-0.386,-0.144,1.045,999.00,0.45,0,0
4.40,-0.479,-0.159,1.053,999.00,0.55,0,0
4.50,-0.573,-0.172,1.061,999.00,0.64,0,0
4.60,-0.668,-0.180,1.067,999.00,0.74,0,0
4.70,-0.845,-0.189,1.076,999.00,0.92,0,0
4.80,-0.953,-0.198,1.079,999.00,1.02,0,0
4.90,-1.062,-0.213,1.083,999.00,1.13,0,0
5.00,-1.264,-0.259,1.087,999.00,1.34,0,0
5.10,-1.383,-0.292,1.088,999.00,1.46,0,0
5.20,-1.502,-0.325,1.088,999.00,1.59,0,0
5.30,-1.670,-0.372,1.088,999.00,1.76,0,0
5.40,-1.788,-0.402,1.086,999.00,1.88,0,0
5.50,-1.897,-0.424,1.084,999.00,2.00,0,0
5.60,-2.015,-0.443,1.082,999.00,2.11,0,0
5.70,-2.132,-0.459,1.078,999.00,2.23,0,0
5.80,-2.242,-0.475,1.075,999.00,2.34,0,0
5.90,-2.418,-0.507,1.070,999.00,2.52,0,0
6.00,-2.533,-0.532,1.067,999.00,2.64,0,0
6.10,-2.669,-0.566,1.063,999.00,2.78,0,0
6.20,-2.848,-0.620,1.057,999.00,2.97,0,0
6.30,-2.963,-0.654,1.054,999.00,3.09,0,0
6.40,-3.079,-0.679,1.051,999.00,3.21,0,0
6.50,-3.255,-0.693,1.047,999.00,3.38,0,0
6.60,-3.381,-0.688,1.044,999.00,3.51,0,0
6.70,-3.494,-0.677,1.041,999.00,3.62,0,0
6.80,-3.661,-0.660,1.038,999.00,3.79,0,0
6.90,-3.775,-0.655,1.036,999.00,3.91,0,0
7.00,-3.930,-0.659,1.034,999.00,4.06,0,0
7.10,-4.048,-0.671,1.033,999.00,4.18,0,0
7.20,-4.184,-0.689,1.032,999.00,4.32,0,0
7.30,-4.365,-0.715,1.031,999.00,4.50,0,0
7.40,-4.475,-0.729,1.032,999.00,4.61,0,0
7.50,-4.594,-0.747,1.032,999.00,4.73,0,0
7.60,-4.687,-0.765,1.033,999.00,4.83,0,0
7.70,-4.851,-0.811,1.034,999.00,5.00,0,0
7.80,-4.952,-0.843,1.034,999.00,5.10,0,0
7.90,-5.124,-0.882,1.036,999.00,5.28,0,0
8.00,-5.258,-0.894,1.037,999.00,5.41,0,0
8.10,-5.389,-0.893,1.037,999.00,5.54,0,0
8.20,-5.592,-0.878,1.038,999.00,5.75,0,0
8.30,-5.723,-0.870,1.038,999.00,5.88,0,0
8.40,-5.845,-0.868,1.039,999.00,6.00,0,0
8.50,-6.056,-0.883,1.040,999.00,6.21,0,0
8.60,-6.179,-0.899,1.040,999.00,6.34,0,0
8.70,-6.308,-0.918,1.041,999.00,6.47,0,0
8.80,-6.436,-0.936,1.042,999.00,6.60,0,0
8.90,-6.626,-0.953,1.043,999.00,6.79,0,0
9.00,-6.752,-0.958,1.044,999.00,6.91,0,0
9.10,-6.901,-0.968,1.045,999.00,7.06,0,0
9.20,-6.998,-0.981,1.045,999.00,7.16,0,0
9.30,-7.120,-1.012,1.046,999.00,7.29,0,0
9.40,-7.280,-1.078,1.047,999.00,7.46,0,0
9.50,-7.379,-1.134,1.047,999.00,7.57,0,0
9.60,-7.493,-1.211,1.048,999.00,7.71,0,0
9.70,-7.555,-1.258,1.048,999.00,7.79,0,0
9.80,-7.598,-1.291,1.048,999.00,7.84,0,0
9.90,-7.685,-1.348,1.049,999.00,7.95,0,0
10.00,-7.728,-1.363,1.049,999.00,7.99,0,0
10.10,-7.756,-1.365,1.049,999.00,8.02,0,0
10.20,-7.778,-1.359,1.049,999.00,8.04,0,0
