time,uav_x,uav_y,uav_z,dist_min,path_length,infeasible_flag,collision_flag
0.07,0.000,-0.000,0.019,2.16,0.00,0,0
0.23,0.000,-0.000,0.019,2.14,0.00,0,0
0.30,-0.000,-0.000,0.020,2.12,0.00,0,0
0.40,-0.000,-0.000,0.031,2.10,0.01,0,0
0.50,-0.001,-0.001,0.060,2.08,0.04,0,0
0.60,-0.002,-0.003,0.141,2.06,0.12,0,0
0.71,-0.003,-0.004,0.196,2.04,0.18,0,0
0.80,-0.004,-0.005,0.254,2.03,0.23,0,0
0.90,-0.005,-0.005,0.319,2.01,0.30,0,0
1.00,-0.005,-0.006,0.395,2.00,0.38,0,0
1.10,-0.005,-0.006,0.450,1.99,0.43,0,0
1.20,-0.005,-0.005,0.528,1.97,0.51,0,0
1.30,-0.004,-0.005,0.590,1.96,0.57,0,0
1.40,-0.004,-0.004,0.653,1.95,0.63,0,0
1.52,-0.003,-0.004,0.688,1.94,0.67,0,0
1.63,-0.003,-0.003,0.729,1.92,0.71,0,0
1.70,-0.002,-0.002,0.776,1.92,0.76,0,0
1.80,-0.002,-0.002,0.806,1.90,0.79,0,0
1.90,-0.002,-0.002,0.840,1.89,0.82,0,0
2.01,-0.002,-0.002,0.855,1.87,0.84,0,0
2.10,-0.001,-0.001,0.881,1.86,0.86,0,0
2.20,-0.001,-0.001,0.906,1.84,0.89,0,0
2.29,-0.001,-0.001,0.924,1.83,0.90,0,0
2.40,-0.001,-0.000,0.935,1.81,0.92,0,0
2.50,-0.000,-0.000,0.946,1.80,0.93,0,0
2.60,-0.000,0.000,0.956,1.78,0.94,0,0
2.70,0.000,0.000,0.965,1.77,0.95,0,0
2.80,0.000,0.000,0.972,1.76,0.95,0,0
2.90,0.000,0.000,0.978,1.74,0.96,0,0
3.00,0.000,0.001,0.983,1.73,0.96,0,0
3.10,0.001,0.001,0.987,1.72,0.97,0,0
3.21,0.001,0.001,0.990,1.71,0.97,0,0
3.30,0.001,0.001,0.992,1.70,0.97,0,0
3.40,0.001,0.001,0.995,1.69,0.98,0,0
3.50,0.001,0.001,0.996,1.68,0.98,0,0
3.60,0.001,0.001,0.997,1.68,0.98,0,0
3.70,0.001,0.001,0.998,1.67,0.98,0,0
3.80,0.000,0.000,0.999,1.67,0.98,0,0
3.90,0.000,0.000,1.000,1.67,0.98,0,0
4.00,0.000,0.000,1.000,1.67,0.98,0,0
4.10,0.000,0.000,1.000,1.67,0.98,0,0
4.20,0.000,0.000,1.001,1.67,0.98,0,0
4.30,0.000,0.000,1.001,1.67,0.98,0,0
4.40,0.000,0.000,1.001,1.68,0.98,0,0
4.50,0.000,0.000,1.001,1.68,0.98,0,0
4.60,0.000,0.000,1.001,1.69,0.98,0,0
4.70,0.000,0.000,1.001,1.70,0.98,0,0
4.80,0.000,0.000,1.001,1.71,0.98,0,0
4.90,0.000,-0.000,1.001,1.72,0.98,0,0
5.00,0.000,-0.000,1.001,1.74,0.98,0,0
5.10,0.000,-0.000,1.001,1.75,0.98,0,0
5.20,-0.000,-0.000,1.001,1.76,0.98,0,0
5.28,-0.000,-0.000,1.000,1.78,0.98,0,0
5.38,-0.000,-0.000,1.000,1.80,0.98,0,0
5.49,-0.000,-0.000,1.000,1.82,0.98,0,0
5.58,-0.000,-0.000,1.000,1.83,0.98,0,0
5.68,-0.000,-0.000,1.000,1.85,0.98,0,0
5.78,-0.000,-0.000,1.000,1.87,0.98,0,0
5.88,-0.000,-0.000,1.000,1.89,0.98,0,0
5.98,-0.000,-0.000,1.000,1.92,0.98,0,0
6.08,-0.000,-0.000,1.000,1.94,0.98,0,0
6.18,-0.000,-0.000,1.000,1.96,0.98,0,0
